4,Maria Jose,Agüero,31123133,1995-8-5,44
4,Juan David,Valenzuela,24955723,1993-1-1,2951
4,Lautaro Gabriel,López,35031159,1990-1-21,1962
4,Juan Jose,Rotman,29656135,2001-3-30,6133
4,Tiziano,Salvador,32400486,1987-6-5,4099
4,Lorenzo,Marchi,34306294,1984-10-20,7147
4,Santiago Ezequiel,Rodríguez,20442072,1992-4-1,7401
4,Maria Luz,Giordano,33026049,2001-7-10,8075
4,Lourdes,Álvarez,23624773,1998-9-8,8892
4,Agustin Ezequiel,Rivera,34527064,1993-4-7,7809
4,Angelina,Quispe,26682282,1989-8-10,3369
4,Ludmila,Morales,39194607,1988-8-9,8828
4,Maria Paz,Gutiérrez,36745588,1999-6-30,3190
4,Priscila,Pavón,39547216,1987-5-4,3412
4,Milagros Belén,Quispe,36366253,1997-8-1,4946
4,Marcos,Demichelis,26240913,2001-11-24,9719
4,Nahuel,Salazar,32576542,1988-10-28,5125
4,Milena,Loreto,22965204,1992-10-10,1544
4,Luciana,Rotundo,29584933,1995-8-27,1925
4,Agustina Belen,Pérez,36468123,1987-5-20,4036
4,Tomas Ezequiel,Hernández,32738677,2004-4-7,3109
4,Nicolas Agustin,Saldaña,33206267,1999-2-15,9149
4,Giuliana,Saldaña,29160206,1980-8-25,1451
4,Santiago Gabriel,Rotman,34957446,2003-6-24,5533
4,Juliana,Marino,36307238,1994-10-24,3074
4,Ivan,Godoy,20193561,1983-9-4,2064
4,Maximiliano,Huergo,38230296,1993-4-9,6796
4,Maria Guadalupe,Rotman,22149264,1980-10-22,4036
4,Isabella,Sojero,22621418,1981-2-2,7589
4,Santiago Tomas,Santana,34745972,1981-4-2,4691
4,Angel Gabriel,Scanone,36300510,1981-1-31,2009
4,Jose Luis,Pinedo,39661981,2000-7-25,3639
4,Santiago Nahuel,Gonzales,35917863,1997-2-12,7581
4,Gabriel Alejandro,Santos,35360125,1984-6-22,997
4,Tiago,Martínez,22591051,1986-5-21,7708
4,Joaquín Ignacio,Fernández,22789819,1986-6-23,5916
4,Carolina,Fava,33642463,1999-1-18,2984
4,Candelaria,Fazzi,29364085,1999-12-5,6897
4,Octavio,García,20626987,1980-9-22,5746
4,Jose Ignacio,Valenzuela,35332938,1991-6-26,943
4,Sol,Abadía,31341212,1986-2-8,5253
4,Juan,Sosa,28585990,1990-8-11,8232
4,Lucia Belen,Sosa,38296374,1997-2-25,4109
4,Dante,Fazzi,36151314,1998-3-23,7619
4,Franco Ezequiel,Carranza,33762683,1985-6-23,556
4,Lucas Gabriel,Valenzuela,33894519,1998-5-4,2913
4,Lautaro Joaquin,Pineda,38951441,1986-1-2,4836
4,Juan Francisco,Goicochea,28007072,1992-7-30,5271
4,Geronimo,Goicochea,38607292,1986-8-15,3830
4,Emiliano,Mejía,34028538,1998-4-5,8525
4,Emma,Andrade,37677019,1984-2-20,545
4,Gabriel,Rotman,30346103,2002-8-3,5073
4,Maria Agustina,Scanone,33915619,2000-5-28,6758
4,Agustin Nicolas,Hernández,35382063,1989-2-13,1201
4,Olivia,Castro,28239312,1998-11-16,4525
4,Rodrigo Alejandro,Fornerón,37609578,2000-12-8,9110
4,Nicolas Ezequiel,Sojero,32456207,1996-7-5,3918
4,Maria Eugenia,López,33711116,1988-2-20,6145
4,Joaquin Ezequiel,Castillo,31070636,1982-6-1,9033
4,Lautaro Daniel,Carranza,38394656,1985-10-10,6458
4,Juan Carlos,Gonzales,37897937,1993-9-17,1367
4,Maia,Rivera,29986640,1993-1-27,8576
4,Milagros Valentina,Sánchez,34233582,1980-11-18,2631
4,Milagros Abril,Nessi,22397152,1993-5-2,4245
4,Franco Agustin,Leiva,29533475,1990-2-24,1717
4,Brisa,Rotman,25198243,2002-10-22,6196
4,Leonel,Amenedo,39841033,1984-12-15,3899
4,Zoe,Huarte,35143126,1981-1-13,2433
4,Augusto,Saldaña,27275080,1999-4-17,1362
4,Lisandro,Sojero,37093396,1980-8-13,4690
4,Abigail,Raimundo,33366892,1986-5-21,6007
4,Lucio,Salem,31443149,1998-4-13,9849
4,Alma,Contreras,27728564,1993-3-15,9680
4,Amparo,Rojas,39508214,1984-11-17,6077
4,Facundo Ezequiel,Marini,32168057,1989-6-28,7694
4,Salvador,Fazzi,21299007,1989-9-15,5768
4,Rodrigo,Leal,24004596,1988-4-7,7095
4,Thiago Agustin,Nari,39313141,1986-12-30,6109
4,Matias Nahuel,Mancuso,26847300,1988-4-20,1282
4,Franco Nicolas,Fava,28278830,2001-9-24,9606
4,Gonzalo Ezequiel,Nari,39410288,1984-12-15,4428
4,Ignacio Agustin,Salem,31205936,1993-4-28,7544
4,Lautaro Leonel,Casas,32274159,1990-7-4,5114
4,Magali,Santos,32281069,2004-8-14,6474
4,Matias Agustin,Surace,23808489,1982-8-16,372
4,Santiago Benjamín,Farina,27342752,1988-1-10,8847
4,Milagros Ayelen,Andrade,33253582,1985-10-6,4286
4,Milagros Abigail,Marini,24246291,1999-6-7,5203
4,Tiziana,Soto,25831079,2001-1-6,7019
4,Maitena,Sojero,27135705,1999-4-12,7531
4,Santiago Ariel,Giménez,29871486,1986-5-5,4675
4,Tatiana,Andrade,23273086,2002-9-1,4760
4,Valentina Abigail,Arellano,38646534,1996-7-20,5388
4,Maria Milagros,Maradona,25515174,2004-6-29,1681
4,Tomas Benjamin,Huarte,25953731,2002-9-1,6425
4,Santiago Martin,Huergo,20194572,1987-2-14,6583
4,Rodrigo Ezequiel,Raimundo,34170122,1986-6-26,4250
4,Melina,Carranza,38736262,1981-10-6,8076
4,Paula,Ibáñez,22267612,2004-4-30,246
4,Violeta,De León,38319436,1992-7-10,6852
4,Franco Nahuel,Rebollo,36522300,1983-12-25,7557
4,Luisina,Hoffmann,28535494,1997-12-31,6453
4,Maria Pia,Silva,32087490,1984-5-23,3915
4,Ana,De Luca,25838483,1988-8-14,6452
4,Lucas Agustin,Leiva,24912408,1988-4-21,4590
4,Maria Lujan,Sosa,22361439,1990-10-14,929
4,Milagros Agustina,Schapira,26210518,1982-10-17,6193
4,Mateo Nicolas,Arredondo,39078928,2000-12-9,816
4,Matias Gabriel,Nave,35901487,2002-6-9,1204
4,Jeronimo,Godoy,32628263,1998-8-31,8195
4,Facundo Nahuel,Huarte,22972634,1981-8-20,8078
4,Facundo Gabriel,Hidalgo,39043075,1996-1-11,5523
4,María Florencia,Rojas,26414636,1993-9-18,9424
4,Mariano,Gonzales,23140834,2002-9-27,3631
4,Luna,Mancuso,22637847,1988-6-18,7262
4,Trinidad,Goicochea,30032975,1988-9-23,146
4,Milagros Aylen,Giménez,35056351,1981-1-25,2576
4,Matias Alejandro,Galán,29310299,1990-11-20,7568
4,Santiago Daniel,Reyes,20696411,2003-9-2,734
4,Ludmila Abigail,Castro,35908434,2003-10-3,3677
4,Kiara,Farina,30885462,1983-10-15,1820
4,Alejandro,Espinoza,29765778,1995-7-15,5938
4,Thiago Nicolas,Rotundo,39537434,2002-12-24,5846
4,Emanuel,Vargas,20407434,1983-6-13,7116
4,Santiago Leonel,Amenedo,29493412,1984-12-15,7921
4,Axel Gabriel,Gutiérrez,29446560,2000-5-3,7567
4,Benicio,Goicochea,27853245,1988-1-12,4227
4,Francesca,Agüero,29808042,1987-2-24,3349
4,Sofía Valentina,Giménez,32669157,2002-11-26,2459
4,Juan Sebastian,Huergo,20249633,2002-1-24,5523
4,Ignacio Nicolas,León,36363401,1981-11-21,9945
4,Lautaro Tomas,Rebollo,24354457,1996-10-4,6756
4,Lucas Nahuel,Saldaña,30591435,1983-1-7,6499
4,Lucila,Rotman,30274498,1999-11-14,6666
4,Maria Celeste,Nave,30540959,1983-10-25,2563
4,Valentina Belén,Sojero,33137352,1995-6-5,3276
4,Priscila Abigail,Díaz,36397993,1997-12-7,6611
4,Lautaro Valentin,Mejía,38727999,1988-8-19,7462
4,Ciro,Duarte,27532580,1981-7-25,468
4,Lautaro Emanuel,Gómez,38821161,1985-12-15,6613
4,Thiago Benjamin,Zambrano,24754473,1994-8-7,2913
4,Luis Fernando,Lorenzo,38808172,1997-12-25,8313
4,Maria,Scanone,28134654,1984-12-22,5630
4,Alvaro,Valenzuela,37999460,1986-6-15,8342
4,Candela Abigail,Sberna,31612244,1986-5-18,4582
4,Joaquin Alejandro,Giordano,25925445,1992-9-30,4376
4,Genaro,Basile,38723146,1983-3-23,8988
4,Magdalena,D'Elia,29140677,1993-12-1,7758
4,Agustin Alejandro,Totora,32343985,1998-4-24,1781
4,Santiago Valentin,D'Elia,39364703,1980-1-22,1249
4,Santiago Emanuel,Nessi,22108935,1985-4-1,3011
4,Santiago Joaquin,Fornerón,31981024,2002-9-3,5683
4,Martin Alejandro,Basile,35272719,2004-8-10,965
4,Thiago Nahuel,Galán,36090630,2004-3-10,3077
4,Mateo Benjamin,Pedone,26076920,2002-4-17,5783
4,Franco Gabriel,Sánchez,22963563,1990-6-26,8346
4,Facundo Agustin,Portillo,30318939,1983-7-28,732
4,Lautaro Sebastian,Moreno,29997179,1988-5-30,4995
4,Milagros Soledad,Maradona,23883567,1985-8-12,2244
4,Ana Laura,Saldaña,35255285,1992-10-19,1509
4,Lautaro Martin,Flores,37295893,1988-8-15,9052
4,Celeste Abigail,Fazzi,36438666,1991-11-5,4865
4,Nicole,Huarte,23578708,1989-4-20,2475
4,Abril Agustina,Carrizo,25327964,1996-5-11,4446
4,Nicolas Alejandro,Leiva,30584708,2000-4-25,1241
4,Lucas Daniel,Gonzales,27190536,1996-12-16,8886
4,Micaela Belen,Martínez,20749486,1992-10-19,3050
4,Chiara,Flores,36909594,1987-7-17,2801
4,Victoria Abril,Sojero,23370979,2000-1-6,7831
4,Manuela,Mejía,21235694,1998-3-6,3538
4,Ulises,Portillo,29952721,1987-10-20,7808
4,Franco David,Marchi,26673679,2001-4-15,7641
4,Santiago David,Surace,21813170,1984-12-6,3072
4,Tomás Valentin,Arredondo,20592820,1981-9-19,1332
4,Gonzalo Nicolás,Arredondo,35822661,1990-12-13,7852
4,Uriel,Rivas,38642409,1986-8-4,3780
4,Joaquin Nicolas,Marini,27239428,1991-2-23,8389
4,Thiago Valentin,Lorenzo,29233583,1982-5-20,1124
4,Román,Scioti,27120165,1995-4-27,6855
4,Luciano Gabriel,Goicochea,31578399,1993-5-19,9010
4,Camila Aylen,Ramírez,25205968,1991-6-14,5194
4,Mia Valentina,Leal,37946032,1994-3-27,6014
4,Thiago Ezequiel,Scanone,35122196,1988-5-30,3684
4,Fiorella,Giménez,21426964,1989-7-28,9006
4,Celeste,Sorbera,39502938,1996-2-27,5994
4,Avril,Casas,22459913,1988-12-18,3128
4,Luciano Nicolas,Farías,25063083,1998-4-8,1651
4,Valentina Aylen,Mariani,33334837,2003-7-30,8189
4,Martina Belen,Loreto,20480609,1995-3-13,427
4,Tomás Alejandro,Díaz,24556037,1993-7-27,4871
4,Martin Ezequiel,Sánchez,31936612,2000-3-3,2392
4,Luciano Agustin,Scioti,23841894,1990-12-20,7779
4,David,Salazar,25062136,2004-1-25,6741
4,Mateo Agustin,Pérez,20053169,2000-1-2,4110
4,Candela Belen,Pavón,38691474,1996-8-4,6172
4,Franco Leonel,Rivera,35307084,1996-1-11,1580
4,Kevin,Fazzi,30227526,1997-12-19,384
4,Ludmila Ayelen,Ramírez,28557552,1998-10-23,3889
4,Abril Valentina,Demichelis,21750135,2003-10-10,3056
4,Felicitas,Vera,28522154,1988-5-17,5884
4,Camila Ayelen,Salamone,35057108,1995-1-11,9307
4,Marcos Gabriel,González,20302814,1991-11-16,5459
4,Nahuel Agustin,Raimundo,36908075,2003-9-28,7211
4,Julieta Valentina,Borges,21756451,1995-2-9,8001
4,Candela Agustina,Basile,29384449,1985-3-6,9959
4,Kevin Ezequiel,Flores,25198423,1980-11-8,6203
4,Luciano Ezequiel,Muñoz,25584480,1991-4-21,1736
4,Andres,Moreno,34627232,1995-1-18,5695
4,Leonel Agustin,Carrizo,34224081,1988-6-12,6496
4,Ian,De Luca,38787003,2000-9-22,647
4,Braian Ezequiel,Santana,30257526,1988-6-16,1061
4,Valentina Milagros,Ibáñez,21528950,1985-7-27,9899
4,Rocio Milagros,Rotman,25233808,1989-1-16,9022
4,Axel Uriel,D'Elia,21006741,1986-2-16,8364
4,Milagros Ailén,Benítez,31716770,1992-8-4,1002
4,Fausto,Pereyra,35377807,2001-12-7,3809
4,Tadeo,Rodríguez,36484833,1983-12-25,6719
4,Daniel Alejandro,Benítez,34140116,1982-5-13,5749
4,Axel Nahuel,Santos,38029133,1994-10-30,7245
4,Camila Agustina,Carrizo,31597129,1984-6-2,5601
4,Luz Milagros,García,28452794,1983-12-7,8510
4,Luana,Marín,39940909,1994-1-5,4646
4,Matias Leonel,Huergo,31049707,1991-1-10,6919
4,Ornella,Mamani,37224028,1996-7-9,7665
4,Enzo,Andrade,28055542,1989-12-14,175
4,Brian Ezequiel,Jiménez,26779838,2003-1-8,6867
4,Ludmila Belen,Reyes,21576563,1986-5-21,2524
4,Belen,Rebollo,38644272,1996-12-7,7541
4,Gaspar,Sberna,39400954,2001-7-25,8234
4,Lionel,Valenzuela,30038719,1987-11-7,5284
4,Uma,Salamone,34431359,1990-2-21,13
4,Nicolas Gabriel,Díaz,26471191,1993-6-7,3173
4,Oriana,Rotman,25867458,1997-12-19,5857
4,Ignacio Gabriel,Sberna,33821287,1989-2-24,7786
4,Justina,Rotundo,23064989,1989-11-4,6681
4,Sofia Magali,Castro,29732072,2004-1-31,1263
4,Lucas Martin,Rivas,20371656,1984-3-18,9565
4,Alexander,Flores,32751538,1999-4-16,6666
4,Ignacio Joaquin,Morales,31251536,1993-10-24,6507
4,Leandro,Valenzuela,31717469,1988-3-31,2833
4,Sofia Micaela,Demichelis,34470283,1992-4-11,4392
4,Luz Maria,Zambrano,23594471,1993-5-2,9207
4,Matias Benjamin,Huergo,37582956,1993-8-12,862
4,Rosario,Marini,36749596,1998-3-22,7306
4,Axel Leonel,Rebollo,38448453,2003-8-27,179
4,Candela Abril,Sotomayor,35050704,2003-10-22,8184
4,Gonzalo Agustin,Borges,23976996,2001-3-13,6190
4,Rodrigo Nicolás,Marini,23258571,1985-12-3,9487
4,Thomas,Agüero,31316407,1989-6-29,7703
4,Ana Clara,Hoffmann,27822663,2000-12-23,5519
4,Fabricio,Farías,30428143,1980-11-15,8688
4,Brisa Abigail,Agüero,39139172,2004-4-15,7538
4,Axel,Mejía,22134445,1985-2-8,7441
4,Maria Del Pilar,Álvarez,34092408,1990-7-30,117
4,Gianluca,Lorca,22069813,2004-7-21,4842
4,Fermín,Ibáñez,36100884,1992-8-2,1933
4,Iara,Godoy,31048450,2000-4-25,755
4,Tomas Gabriel,Pavón,23744295,1988-5-30,3935
4,Julieta Belen,González,21995214,1997-3-5,5178
4,Lautaro David,D'Elia,28803410,2002-10-12,885
4,Axel Fernando,Amenedo,20426181,1980-1-27,9471
4,Sofia Victoria,Agüero,25291815,1981-1-26,2350
4,Ambar,Rivas,35259571,1984-8-9,2122
4,Pablo Ezequiel,Loreto,21388973,1989-4-17,3746
4,Juan Andres,Raimundo,27641849,1993-9-27,9114
4,Ana Belen,Schapira,38536059,1994-8-28,2813
4,Sofia Aylen,Vera,35579979,1988-11-8,2544
4,Alan Gabriel,Mancuso,25091301,2001-5-3,8527
4,Lucas Leonel,Rotman,24452824,1981-10-18,5008
4,Maximiliano Ezequiel,Fernández,29571591,1986-7-26,8538
4,Camila Abigail,Carrizo,29999696,1981-6-21,6202
4,Candela Valentina,Ibáñez,37669457,1989-5-27,9759
4,Nahuel Alejandro,Agüero,37031371,2001-1-24,2452
4,Gabriel Agustín,Contreras,37453877,1984-7-28,5334
4,Benjamín Ezequiel,Salem,28693025,1986-6-16,1500
4,Matias Daniel,González,31428905,1991-4-1,7012
4,Lucas Ariel,Casares,20955143,1982-12-21,9506
4,Tomas Ignacio,Huergo,26057710,1986-12-13,6773
4,Alan Ezequiel,Totora,30545518,1992-5-19,4716
4,Sara,Duarte,31061032,1997-3-14,1038
4,Camilo,Surace,30146817,1998-5-9,6802
4,Agustina Micaela,Rivera,26459894,1983-6-17,3208
4,Facundo Daniel,Huergo,34176054,1985-1-30,3745
4,Lourdes Valentina,Soto,31887534,1991-8-25,8256
4,Gaston,Fernández,34542041,1991-1-23,7184
4,Francisco Javier,Rosso,20447602,1990-11-12,8404
4,Candela Milagros,Godoy,26598389,1996-10-30,7955
4,Sofia Milagros,Espinoza,23196376,1987-5-21,7130
4,Maria Candela,Gómez,25706889,1997-7-3,3912
4,Lucas Emanuel,Rotundo,37046374,2000-8-11,6096
4,Fernando Jose,Díaz,36429204,1983-6-13,3745
4,Daniel,Soto,22457860,1989-9-9,7405
4,Nazareno,Rivera,39423238,1986-2-20,7874
4,Florencia Belen,Carranza,35667007,1983-11-20,6657
4,Mateo Ezequiel,López,30057235,1980-8-31,7877
4,Luciana Belen,Farina,39435675,1996-3-16,7304
4,Benjamin Alejandro,Portillo,29141993,1983-8-1,4007
4,Matias Ariel,Ibáñez,32545451,2000-10-12,1928
4,Brisa Aylen,Sosa,26441156,1989-4-11,3362
4,Santiago Alejandro,Fernández,31759829,1997-4-5,7104
4,Virginia,Hoffmann,20324363,2003-10-19,2630
4,Facundo Ariel,Pedone,23138701,1995-3-2,9590
4,Martina Abril,González,26904498,1991-2-9,7232
4,Tobias Ezequiel,Rojas,23003498,1995-12-19,9489
4,Macarena,Sojero,24800568,2000-9-22,8017
4,Ariana,Portillo,30678788,2003-10-12,8392
4,Thiago Gabriel,Flores,35809706,1996-2-15,2578
4,Lautaro Alejandro,Pereyra,32506077,1992-6-11,5703
4,Lautaro Uriel,Pereira,26980818,1983-8-21,1729
4,Ines,Demichelis,29695378,2000-3-2,7105
4,Ariel,Surace,35602459,1988-8-12,2506
4,Maria Josefina,Leiva,37900217,1988-1-4,2449
4,Patricio,D'Elia,37590687,2001-7-20,9728
4,Gonzalo Gabriel,Lorca,24125122,1993-1-12,8063
4,Lucas Nicolas,Gonzales,31633202,2002-7-15,5116
4,Maria Fernanda,Gómez,29493589,2002-3-19,1287
4,Rafael,Gutiérrez,21781684,1990-2-7,7749
4,Rodrigo Nahuel,Lorca,30330813,2003-3-26,9887
4,Luisana,Morales,33425808,1990-6-22,6129
4,Leonel Alejandro,Nessi,31797572,1988-6-6,896
4,Rocio Abigail,Ibáñez,39972153,1992-11-5,5230
4,Gino,Jiménez,37309768,2004-5-7,3832
4,Joaquina,Soto,21069302,1983-5-2,8066
4,Marco,Goicochea,21780213,1995-4-28,5761
4,Lautaro Javier,Gómez,28795647,2002-3-31,7355
4,Celina,Hoffmann,23809381,1997-2-28,4085
4,Ludmila Aylen,Sala,25402042,2002-10-2,5944
4,Alexis Ezequiel,Vera,29188803,1993-3-25,6127
4,Thiago Joaquin,Mariani,30741119,1986-7-10,9189
4,Alexis Gabriel,Carrizo,20229100,1990-6-8,6217
4,Federico Agustin,Rotundo,37357686,1990-5-19,2604
4,Lara Valentina,Pereira,25743119,2004-5-8,9764
4,Florencia Agustina,Mamani,35254512,1988-3-4,8959
4,Maria Pilar,Scioti,23085668,1992-6-30,4765
4,Santiago Andres,Giménez,37773248,1996-8-22,1411
4,Camila Milagros,D'Elia,32793072,1988-9-3,6941
4,Franco Daniel,Ramírez,26102954,1990-5-26,9566
4,Marcos Agustin,Mejía,26131263,1982-4-25,4663
4,Ana Lucia,Mora,31950566,1983-7-17,1700
4,Thiago Uriel,Pereira,31009829,1983-11-14,6043
4,Santiago Javier,Basile,24709519,1980-10-8,5146
4,Marco Antonio,Quispe,29013136,1984-11-22,2719
4,Ana Luz,Scioti,28432387,2001-9-30,1139
4,Rodrigo Sebastian,Nessi,20972038,1991-6-16,5964
4,Maria Paula,Salvador,27367938,2003-12-30,3191
4,Rocio Micaela,Giordano,33375862,1989-1-15,9669
4,Camila Abril,Nari,20022807,1997-4-30,8860
4,Milagros Guadalupe,Pinedo,35361685,1999-7-13,1916
4,Valentina Magali,Arellano,28789229,1987-10-29,8033
4,Kevin Nahuel,Mora,37301705,2003-6-4,5838
4,Francisco Nicolas,Delgado,23245988,1988-2-8,5607
4,Micaela Ayelen,D'Elia,32441275,1989-2-18,2889
4,Maria Del Rosario,Galán,25500660,1999-2-11,6792
4,Martin Nicolas,Delgado,23536250,1996-9-12,1168
4,Federica,Fazzi,33471332,1992-10-7,8250
4,Facundo Tomas,Gonzales,22227807,1989-10-13,1710
4,Santiago Uriel,Lorenzo,30397716,1994-7-20,3560
4,Carlos Daniel,Flores,37773547,1996-5-31,4321
4,Lucas Sebastian,Santos,23744576,1989-5-26,1361
4,Axel Ezequiel,Carrizo,29378524,2002-7-26,3910
4,Mateo Joaquín,Maradona,33862515,1994-3-12,6600
4,Leandro Ezequiel,López,35769222,1995-10-17,1804
4,Ludmila Milagros,Andrade,36414146,1989-9-1,8200
4,Lautaro Ariel,Agüero,31518488,1991-10-21,8867
4,Diego,Salvador,35741946,1990-1-6,7687
4,Julio Cesar,Contreras,27365757,1980-1-29,1998
4,Vicente,Rebollo,27380596,1981-8-19,288
4,Francisca,Carrizo,36176052,1996-4-7,6929
4,Mariana,Espinoza,36946558,2002-6-16,7077
4,Luis Alberto,Rojas,28755160,1982-3-23,7725
4,Rocio Ayelen,Demichelis,21754678,1984-6-4,7885
4,Fernando,Rómulo,34672596,1996-5-17,217
4,Ema,Sojero,22795188,1993-10-30,4411
4,Alexis Nahuel,Sala,27342787,1981-11-30,8087
4,Ignacio Ezequiel,Rojas,25438205,1996-5-16,2787
4,Milagros Lujan,Pérez,39059894,1980-6-30,8698
